,date,Name,WaterVol,Useable_WaterVol,Input_WaterVol,Output_WaterVol,location
3104,2010-03-08,เขื่อนสิริกิติ์,"4,265","1,415.00",2.79,18.98,North
3106,2010-03-08,เขื่อนกิ่วลม,63,59.00,0.73,0.94,North
3108,2010-03-08,เขื่อนกิ่วคอหมา,101,94.00,0.0,0.66,North
3109,2010-03-08,เขื่อนแควน้อย,351,315.00,0.92,3.02,North
3150,2010-03-09,เขื่อนภูมิพล,"6,223","2,423.00",0.0,29.00,North
3151,2010-03-09,เขื่อนสิริกิติ์,"4,250","1,400.00",3.6,18.05,North
3153,2010-03-09,เขื่อนกิ่วลม,63,59.00,0.81,0.81,North
3155,2010-03-09,เขื่อนกิ่วคอหมา,100,94.00,0.0,0.66,North
3156,2010-03-09,เขื่อนแควน้อย,348,312.00,0.92,3.02,North
3197,2010-03-10,เขื่อนภูมิพล,"6,185","2,385.00",0.0,35.00,North
3198,2010-03-10,เขื่อนสิริกิติ์,"4,235","1,385.00",4.74,19.15,North
3200,2010-03-10,เขื่อนกิ่วลม,63,59.00,0.71,0.81,North
3202,2010-03-10,เขื่อนกิ่วคอหมา,99,93.00,0.0,0.66,North
3203,2010-03-10,เขื่อนแควน้อย,346,310.00,0.92,3.02,North
3244,2010-03-11,เขื่อนภูมิพล,"6,143","2,343.00",0.0,35.00,North
3245,2010-03-11,เขื่อนสิริกิติ์,"4,216","1,366.00",1.28,19.02,North
3247,2010-03-11,เขื่อนกิ่วลม,63,59.00,0.7,0.81,North
3249,2010-03-11,เขื่อนกิ่วคอหมา,98,92.00,0.0,0.66,North
3250,2010-03-11,เขื่อนแควน้อย,344,308.00,1.13,3.02,North
3291,2010-03-12,เขื่อนภูมิพล,"6,100","2,300.00",0.0,35.00,North
3292,2010-03-12,เขื่อนสิริกิติ์,"4,196","1,346.00",0.0,19.05,North
3294,2010-03-12,เขื่อนกิ่วลม,63,59.00,1.02,0.81,North
3296,2010-03-12,เขื่อนกิ่วคอหมา,98,91.00,0.19,0.66,North
3297,2010-03-12,เขื่อนแควน้อย,342,306.00,0.92,3.02,North
3338,2010-03-13,เขื่อนภูมิพล,"6,063","2,263.00",0.0,35.00,North
3339,2010-03-13,เขื่อนสิริกิติ์,"4,177","1,327.00",1.35,18.98,North
3341,2010-03-13,เขื่อนกิ่วลม,63,59.00,1.02,0.81,North
3343,2010-03-13,เขื่อนกิ่วคอหมา,98,91.00,0.19,0.66,North
3344,2010-03-13,เขื่อนแควน้อย,342,306.00,0.92,3.02,North
3385,2010-03-14,เขื่อนภูมิพล,"6,020","2,220.00",0.0,35.00,North
3386,2010-03-14,เขื่อนสิริกิติ์,"4,161","1,311.00",3.07,18.97,North
3388,2010-03-14,เขื่อนกิ่วลม,63,59.00,1.12,0.81,North
3390,2010-03-14,เขื่อนกิ่วคอหมา,98,91.00,0.19,0.66,North
3391,2010-03-14,เขื่อนแควน้อย,342,306.00,0.92,3.02,North
3432,2010-03-15,เขื่อนภูมิพล,"5,991","2,191.00",0.0,21.00,North
3433,2010-03-15,เขื่อนสิริกิติ์,"4,137","1,287.00",2.66,25.16,North
3435,2010-03-15,เขื่อนกิ่วลม,63,59.00,1.04,1.40,North
3437,2010-03-15,เขื่อนกิ่วคอหมา,96,89.00,0.0,0.66,North
3438,2010-03-15,เขื่อนแควน้อย,335,299.00,0.5,3.02,North
3479,2010-03-16,เขื่อนภูมิพล,"5,955","2,155.00",0.0,27.50,North
3480,2010-03-16,เขื่อนสิริกิติ์,"4,127","1,277.00",5.39,14.54,North
3482,2010-03-16,เขื่อนกิ่วลม,62,58.00,0.93,1.82,North
3484,2010-03-16,เขื่อนกิ่วคอหมา,95,88.00,0.0,0.65,North
3485,2010-03-16,เขื่อนแควน้อย,333,297.00,0.62,3.02,North
3526,2010-03-17,เขื่อนภูมิพล,"5,917","2,117.00",0.0,31.05,North
3527,2010-03-17,เขื่อนสิริกิติ์,"4,112","1,262.00",2.94,17.04,North
3529,2010-03-17,เขื่อนกิ่วลม,61,57.00,0.87,1.81,North
3531,2010-03-17,เขื่อนกิ่วคอหมา,94,88.00,0.0,0.65,North
3532,2010-03-17,เขื่อนแควน้อย,330,294.00,0.82,3.02,North
3573,2010-03-18,เขื่อนภูมิพล,"5,882","2,082.00",0.0,31.50,North
3574,2010-03-18,เขื่อนสิริกิติ์,"4,098","1,248.00",2.96,17.02,North
3576,2010-03-18,เขื่อนกิ่วลม,61,57.00,0.88,1.40,North
3578,2010-03-18,เขื่อนกิ่วคอหมา,93,87.00,0.0,0.65,North
3579,2010-03-18,เขื่อนแควน้อย,328,292.00,0.82,3.02,North
3620,2010-03-19,เขื่อนภูมิพล,"5,843","2,043.00",0.0,31.50,North
3621,2010-03-19,เขื่อนสิริกิติ์,"4,083","1,233.00",3.02,17.05,North
3623,2010-03-19,เขื่อนกิ่วลม,60,56.00,0.91,1.02,North
3625,2010-03-19,เขื่อนกิ่วคอหมา,93,87.00,0.89,0.65,North
3626,2010-03-19,เขื่อนแควน้อย,326,290.00,1.02,3.02,North
3667,2010-03-20,เขื่อนภูมิพล,"5,807","2,007.00",0.0,31.50,North
3668,2010-03-20,เขื่อนสิริกิติ์,"4,068","1,218.00",3.0,16.99,North
3670,2010-03-20,เขื่อนกิ่วลม,60,56.00,1.12,1.12,North
3672,2010-03-20,เขื่อนกิ่วคอหมา,93,87.00,0.89,0.65,North
3673,2010-03-20,เขื่อนแควน้อย,326,290.00,1.02,3.02,North
3714,2010-03-21,เขื่อนภูมิพล,"5,769","1,969.00",0.0,31.50,North
3715,2010-03-21,เขื่อนสิริกิติ์,"4,053","1,203.00",3.18,17.13,North
3717,2010-03-21,เขื่อนกิ่วลม,60,56.00,1.12,1.12,North
3719,2010-03-21,เขื่อนกิ่วคอหมา,93,87.00,0.89,0.65,North
3720,2010-03-21,เขื่อนแควน้อย,326,290.00,1.02,3.02,North
3761,2010-03-22,เขื่อนภูมิพล,"5,740","1,940.00",0.0,27.50,North
3762,2010-03-22,เขื่อนสิริกิติ์,"4,040","1,190.00",2.2,14.48,North
3764,2010-03-22,เขื่อนกิ่วลม,61,57.00,1.03,0.40,North
3766,2010-03-22,เขื่อนกิ่วคอหมา,91,85.00,0.0,0.65,North
3767,2010-03-22,เขื่อนแควน้อย,320,284.00,0.62,3.02,North
3808,2010-03-23,เขื่อนภูมิพล,"5,710","1,910.00",0.0,25.50,North
3809,2010-03-23,เขื่อนสิริกิติ์,"4,029","1,179.00",2.78,13.40,North
3811,2010-03-23,เขื่อนกิ่วลม,62,58.00,1.1,0.12,North
3813,2010-03-23,เขื่อนกิ่วคอหมา,90,84.00,0.0,0.65,North
3814,2010-03-23,เขื่อนแควน้อย,317,281.00,0.82,3.02,North
3855,2010-03-24,เขื่อนภูมิพล,"5,678","1,878.00",0.0,26.50,North
3856,2010-03-24,เขื่อนสิริกิติ์,"4,014","1,164.00",4.73,18.58,North
3858,2010-03-24,เขื่อนกิ่วลม,63,59.00,1.02,0.12,North
3860,2010-03-24,เขื่อนกิ่วคอหมา,89,83.00,0.0,0.65,North
3861,2010-03-24,เขื่อนแควน้อย,313,277.00,1.85,6.05,North
3902,2010-03-25,เขื่อนภูมิพล,"5,646","1,846.00",0.0,26.50,North
3903,2010-03-25,เขื่อนสิริกิติ์,"3,998","1,148.00",3.08,18.51,North
3905,2010-03-25,เขื่อนกิ่วลม,64,60.00,0.96,0.51,North
3907,2010-03-25,เขื่อนกิ่วคอหมา,89,82.00,0.0,0.64,North
3908,2010-03-25,เขื่อนแควน้อย,309,273.00,0.85,6.05,North
3949,2010-03-26,เขื่อนภูมิพล,"5,618","1,818.00",0.0,22.00,North
3950,2010-03-26,เขื่อนสิริกิติ์,"3,980","1,130.00",1.48,18.48,North
3952,2010-03-26,เขื่อนกิ่วลม,63,59.00,0.99,0.74,North
3954,2010-03-26,เขื่อนกิ่วคอหมา,88,82.00,0.0,0.64,North
3955,2010-03-26,เขื่อนแควน้อย,304,268.00,0.62,6.05,North
3996,2010-03-27,เขื่อนภูมิพล,"5,589","1,789.00",0.0,25.00,North
3997,2010-03-27,เขื่อนสิริกิติ์,"3,966","1,116.00",1.22,14.94,North
3999,2010-03-27,เขื่อนกิ่วลม,64,60.00,0.99,0.74,North
4001,2010-03-27,เขื่อนกิ่วคอหมา,88,82.00,0.0,0.64,North
4002,2010-03-27,เขื่อนแควน้อย,304,268.00,0.62,6.05,North
4043,2010-03-28,เขื่อนภูมิพล,"5,558","1,758.00",0.0,25.00,North
4044,2010-03-28,เขื่อนสิริกิติ์,"3,954","1,104.00",4.53,14.99,North
4046,2010-03-28,เขื่อนกิ่วลม,64,60.00,0.95,0.74,North
4048,2010-03-28,เขื่อนกิ่วคอหมา,88,82.00,0.0,0.64,North
4049,2010-03-28,เขื่อนแควน้อย,304,268.00,0.62,6.05,North
4090,2010-03-29,เขื่อนภูมิพล,"5,535","1,735.00",0.0,22.00,North
4091,2010-03-29,เขื่อนสิริกิติ์,"3,943","1,093.00",2.63,13.07,North
4093,2010-03-29,เขื่อนกิ่วลม,64,60.00,0.92,1.34,North
4095,2010-03-29,เขื่อนกิ่วคอหมา,86,80.00,0.0,0.64,North
4096,2010-03-29,เขื่อนแควน้อย,292,256.00,0.6,6.05,North
4137,2010-03-30,เขื่อนภูมิพล,"5,513","1,713.00",0.0,20.00,North
4138,2010-03-30,เขื่อนสิริกิติ์,"3,932","1,082.00",0.58,11.00,North
4140,2010-03-30,เขื่อนกิ่วลม,63,59.00,0.79,1.75,North
4142,2010-03-30,เขื่อนกิ่วคอหมา,85,79.00,0.0,0.64,North
4143,2010-03-30,เขื่อนแควน้อย,288,252.00,0.65,6.05,North
4184,2010-03-31,เขื่อนภูมิพล,"5,484","1,684.00",0.0,23.50,North
4185,2010-03-31,เขื่อนสิริกิติ์,"3,922","1,072.00",3.65,12.45,North
4187,2010-03-31,เขื่อนกิ่วลม,62,58.00,0.93,1.74,North
4189,2010-03-31,เขื่อนกิ่วคอหมา,84,78.00,0.0,0.64,North
4190,2010-03-31,เขื่อนแควน้อย,286,250.00,0.47,3.02,North
4231,2010-04-01,เขื่อนภูมิพล,"5,455","1,655.00",0.0,23.50,North
4232,2010-04-01,เขื่อนสิริกิติ์,"3,911","1,061.00",2.14,12.51,North
4234,2010-04-01,เขื่อนกิ่วลม,61,57.00,1.0,1.73,North
4236,2010-04-01,เขื่อนกิ่วคอหมา,84,78.00,0.0,0.63,North
4237,2010-04-01,เขื่อนแควน้อย,284,248.00,0.43,3.02,North
4278,2010-04-02,เขื่อนภูมิพล,"5,427","1,627.00",0.0,23.50,North
4279,2010-04-02,เขื่อนสิริกิติ์,"3,900","1,050.00",2.8,13.02,North
4281,2010-04-02,เขื่อนกิ่วลม,61,57.00,0.79,1.72,North
4283,2010-04-02,เขื่อนกิ่วคอหมา,83,77.00,0.0,0.63,North
4284,2010-04-02,เขื่อนแควน้อย,282,246.00,0.48,3.02,North
4325,2010-04-03,เขื่อนภูมิพล,"5,398","1,598.00",0.0,23.50,North
4326,2010-04-03,เขื่อนสิริกิติ์,"3,890","1,040.00",3.9,12.50,North
4328,2010-04-03,เขื่อนกิ่วลม,61,57.00,1.79,1.72,North
4330,2010-04-03,เขื่อนกิ่วคอหมา,83,77.00,0.0,0.63,North
4331,2010-04-03,เขื่อนแควน้อย,282,246.00,0.48,3.02,North
4372,2010-04-04,เขื่อนภูมิพล,"5,371","1,571.00",0.0,23.50,North
4373,2010-04-04,เขื่อนสิริกิติ์,"3,879","1,029.00",2.24,12.41,North
4375,2010-04-04,เขื่อนกิ่วลม,59,55.00,0.71,1.34,North
4377,2010-04-04,เขื่อนกิ่วคอหมา,84,78.00,0.0,0.63,North
4378,2010-04-04,เขื่อนแควน้อย,282,246.00,0.48,3.02,North
4419,2010-04-05,เขื่อนภูมิพล,"5,346","1,546.00",0.0,20.00,North
4420,2010-04-05,เขื่อนสิริกิติ์,"3,871","1,021.00",3.82,10.81,North
4422,2010-04-05,เขื่อนกิ่วลม,60,56.00,0.95,0.53,North
4424,2010-04-05,เขื่อนกิ่วคอหมา,81,75.00,0.0,0.63,North
4425,2010-04-05,เขื่อนแควน้อย,275,239.00,0.45,3.02,North
4466,2010-04-06,เขื่อนภูมิพล,"5,325","1,525.00",0.0,16.00,North
4467,2010-04-06,เขื่อนสิริกิติ์,"3,859","1,009.00",1.53,13.24,North
4469,2010-04-06,เขื่อนกิ่วลม,60,56.00,0.95,0.53,North
4471,2010-04-06,เขื่อนกิ่วคอหมา,81,75.00,0.0,0.63,North
4472,2010-04-06,เขื่อนแควน้อย,275,239.00,0.45,3.02,North
4513,2010-04-07,เขื่อนภูมิพล,"5,303","1,503.00",0.0,18.50,North
4514,2010-04-07,เขื่อนสิริกิติ์,"3,846",996.00,1.53,13.21,North
4516,2010-04-07,เขื่อนกิ่วลม,61,57.00,0.85,0.12,North
4518,2010-04-07,เขื่อนกิ่วคอหมา,80,73.00,0.0,0.63,North
4519,2010-04-07,เขื่อนแควน้อย,271,235.00,0.47,6.05,North
4560,2010-04-08,เขื่อนภูมิพล,"5,282","1,482.00",0.0,18.50,North
4561,2010-04-08,เขื่อนสิริกิติ์,"3,834",984.00,1.87,13.51,North
4563,2010-04-08,เขื่อนกิ่วลม,62,58.00,1.02,0.12,North
4565,2010-04-08,เขื่อนกิ่วคอหมา,79,73.00,0.03,0.62,North
4566,2010-04-08,เขื่อนแควน้อย,266,230.00,0.44,6.05,North
4607,2010-04-09,เขื่อนภูมิพล,"5,261","1,461.00",0.0,18.50,North
4608,2010-04-09,เขื่อนสิริกิติ์,"3,823",973.00,3.37,13.42,North
4610,2010-04-09,เขื่อนกิ่วลม,63,59.00,0.72,0.12,North
4612,2010-04-09,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.62,North
4613,2010-04-09,เขื่อนแควน้อย,261,225.00,0.51,6.05,North
4654,2010-04-10,เขื่อนภูมิพล,"5,236","1,436.00",0.0,18.50,North
4655,2010-04-10,เขื่อนสิริกิติ์,"3,812",962.00,3.44,13.46,North
4657,2010-04-10,เขื่อนกิ่วลม,63,59.00,0.72,0.12,North
4659,2010-04-10,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.62,North
4660,2010-04-10,เขื่อนแควน้อย,261,225.00,0.51,6.05,North
4701,2010-04-11,เขื่อนภูมิพล,"5,216","1,416.00",0.0,16.00,North
4702,2010-04-11,เขื่อนสิริกิติ์,"3,799",949.00,0.55,12.11,North
4704,2010-04-11,เขื่อนกิ่วลม,63,59.00,0.99,0.89,North
4706,2010-04-11,เขื่อนกิ่วคอหมา,78,72.00,0.0,0.62,North
4707,2010-04-11,เขื่อนแควน้อย,261,225.00,0.51,6.05,North
4748,2010-04-12,เขื่อนภูมิพล,"5,197","1,397.00",0.0,15.00,North
4749,2010-04-12,เขื่อนสิริกิติ์,"3,790",940.00,2.63,11.05,North
4751,2010-04-12,เขื่อนกิ่วลม,63,59.00,1.37,1.48,North
4753,2010-04-12,เขื่อนกิ่วคอหมา,76,69.00,0.2,1.14,North
4754,2010-04-12,เขื่อนแควน้อย,246,210.00,0.53,6.05,North
4795,2010-04-13,เขื่อนภูมิพล,"5,166","1,366.00",0.0,18.00,North
4796,2010-04-13,เขื่อนสิริกิติ์,"3,779",929.00,1.74,11.69,North
4798,2010-04-13,เขื่อนกิ่วลม,63,59.00,1.37,1.48,North
